,Axi A1 Relic (Intact),Axi A1 Relic (Intact).1
9365,Sicarus Prime Barrel,Uncommon (20.00%)
9366,,
9367,Meso F2 Relic (Radiant),Meso F2 Relic (Radiant)
9368,Frost Prime Blueprint,Uncommon (10.00%)
9369,Reaper Prime Blade,Uncommon (20.00%)
9370,Forma Blueprint,Uncommon (20.00%)
9371,Latron Prime Stock,Uncommon (16.67%)
9372,Ember Prime Chassis Blueprint,Uncommon (16.67%)
9373,Sicarus Prime Barrel,Uncommon (16.67%)
9374,,
9375,Meso F3 Relic (Intact),Meso F3 Relic (Intact)
9376,Frost Prime Blueprint,Rare (2.00%)
9377,Forma Blueprint,Uncommon (11.00%)
9378,Glaive Prime Disc,Uncommon (11.00%)
9379,Ember Prime Neuroptics Blueprint,Uncommon (25.33%)
9380,Reaper Prime Handle,Uncommon (25.33%)
9381,Loki Prime Blueprint,Uncommon (25.33%)
9382,,
9383,Meso F3 Relic (Exceptional),Meso F3 Relic (Exceptional)
9384,Frost Prime Blueprint,Rare (4.00%)
9385,Forma Blueprint,Uncommon (13.00%)
9386,Glaive Prime Disc,Uncommon (13.00%)
9387,Ember Prime Neuroptics Blueprint,Uncommon (23.33%)
9388,Reaper Prime Handle,Uncommon (23.33%)
9389,Loki Prime Blueprint,Uncommon (23.33%)
9390,,
9391,Meso F3 Relic (Flawless),Meso F3 Relic (Flawless)
9392,Frost Prime Blueprint,Rare (6.00%)
9393,Forma Blueprint,Uncommon (17.00%)
9394,Glaive Prime Disc,Uncommon (17.00%)
9395,Ember Prime Neuroptics Blueprint,Uncommon (20.00%)
9396,Reaper Prime Handle,Uncommon (20.00%)
9397,Loki Prime Blueprint,Uncommon (20.00%)
9398,,
9399,Meso F3 Relic (Radiant),Meso F3 Relic (Radiant)
9400,Frost Prime Blueprint,Uncommon (10.00%)
9401,Forma Blueprint,Uncommon (20.00%)
9402,Glaive Prime Disc,Uncommon (20.00%)
9403,Ember Prime Neuroptics Blueprint,Uncommon (16.67%)
9404,Reaper Prime Handle,Uncommon (16.67%)
9405,Loki Prime Blueprint,Uncommon (16.67%)
9406,,
9407,Meso G1 Relic (Intact),Meso G1 Relic (Intact)
9408,Galatine Prime Blueprint,Rare (2.00%)
9409,Silva & Aegis Prime Blade,Uncommon (11.00%)
9410,Ballistica Prime String,Uncommon (11.00%)
9411,Venka Prime Blades,Uncommon (25.33%)
9412,Braton Prime Barrel,Uncommon (25.33%)
9413,Forma Blueprint,Uncommon (25.33%)
9414,,
9415,Meso G1 Relic (Exceptional),Meso G1 Relic (Exceptional)
9416,Galatine Prime Blueprint,Rare (4.00%)
9417,Silva & Aegis Prime Blade,Uncommon (13.00%)
9418,Ballistica Prime String,Uncommon (13.00%)
9419,Venka Prime Blades,Uncommon (23.33%)
9420,Braton Prime Barrel,Uncommon (23.33%)
9421,Forma Blueprint,Uncommon (23.33%)
9422,,
9423,Meso G1 Relic (Flawless),Meso G1 Relic (Flawless)
9424,Galatine Prime Blueprint,Rare (6.00%)
9425,Silva & Aegis Prime Blade,Uncommon (17.00%)
9426,Ballistica Prime String,Uncommon (17.00%)
9427,Venka Prime Blades,Uncommon (20.00%)
9428,Braton Prime Barrel,Uncommon (20.00%)
9429,Forma Blueprint,Uncommon (20.00%)
9430,,
9431,Meso G1 Relic (Radiant),Meso G1 Relic (Radiant)
9432,Galatine Prime Blueprint,Uncommon (10.00%)
9433,Silva & Aegis Prime Blade,Uncommon (20.00%)
9434,Ballistica Prime String,Uncommon (20.00%)
9435,Venka Prime Blades,Uncommon (16.67%)
9436,Braton Prime Barrel,Uncommon (16.67%)
9437,Forma Blueprint,Uncommon (16.67%)
9438,,
9439,Meso G2 Relic (Intact),Meso G2 Relic (Intact)
9440,Guandao Prime Handle,Rare (2.00%)
9441,Burston Prime Barrel,Uncommon (11.00%)
9442,Atlas Prime Systems Blueprint,Uncommon (11.00%)
9443,Forma Blueprint,Uncommon (25.33%)
9444,Equinox Prime Chassis Blueprint,Uncommon (25.33%)
9445,Orthos Prime Handle,Uncommon (25.33%)
9446,,
9447,Meso G2 Relic (Exceptional),Meso G2 Relic (Exceptional)
9448,Guandao Prime Handle,Rare (4.00%)
9449,Burston Prime Barrel,Uncommon (13.00%)
9450,Atlas Prime Systems Blueprint,Uncommon (13.00%)
9451,Forma Blueprint,Uncommon (23.33%)
9452,Equinox Prime Chassis Blueprint,Uncommon (23.33%)
9453,Orthos Prime Handle,Uncommon (23.33%)
9454,,
9455,Meso G2 Relic (Flawless),Meso G2 Relic (Flawless)
9456,Guandao Prime Handle,Rare (6.00%)
9457,Burston Prime Barrel,Uncommon (17.00%)
9458,Atlas Prime Systems Blueprint,Uncommon (17.00%)
9459,Forma Blueprint,Uncommon (20.00%)
9460,Equinox Prime Chassis Blueprint,Uncommon (20.00%)
9461,Orthos Prime Handle,Uncommon (20.00%)
9462,,
9463,Meso G2 Relic (Radiant),Meso G2 Relic (Radiant)
9464,Guandao Prime Handle,Uncommon (10.00%)
9465,Burston Prime Barrel,Uncommon (20.00%)
9466,Atlas Prime Systems Blueprint,Uncommon (20.00%)
9467,Forma Blueprint,Uncommon (16.67%)
9468,Equinox Prime Chassis Blueprint,Uncommon (16.67%)
9469,Orthos Prime Handle,Uncommon (16.67%)
9470,,
9471,Meso G3 Relic (Intact),Meso G3 Relic (Intact)
9472,Gara Prime Blueprint,Rare (2.00%)
9473,Karyst Prime Handle,Uncommon (11.00%)
9474,Panthera Prime Stock,Uncommon (11.00%)
9475,Harrow Prime Chassis Blueprint,Uncommon (25.33%)
9476,Strun Prime Receiver,Uncommon (25.33%)
9477,Forma Blueprint,Uncommon (25.33%)
9478,,
9479,Meso G3 Relic (Exceptional),Meso G3 Relic (Exceptional)
9480,Gara Prime Blueprint,Rare (4.00%)
9481,Karyst Prime Handle,Uncommon (13.00%)
9482,Panthera Prime Stock,Uncommon (13.00%)
9483,Harrow Prime Chassis Blueprint,Uncommon (23.33%)
9484,Strun Prime Receiver,Uncommon (23.33%)
9485,Forma Blueprint,Uncommon (23.33%)
9486,,
9487,Meso G3 Relic (Flawless),Meso G3 Relic (Flawless)
9488,Gara Prime Blueprint,Rare (6.00%)
9489,Karyst Prime Handle,Uncommon (17.00%)
9490,Panthera Prime Stock,Uncommon (17.00%)
9491,Harrow Prime Chassis Blueprint,Uncommon (20.00%)
9492,Strun Prime Receiver,Uncommon (20.00%)
9493,Forma Blueprint,Uncommon (20.00%)
9494,,
9495,Meso G3 Relic (Radiant),Meso G3 Relic (Radiant)
9496,Gara Prime Blueprint,Uncommon (10.00%)
9497,Karyst Prime Handle,Uncommon (20.00%)
9498,Panthera Prime Stock,Uncommon (20.00%)
9499,Harrow Prime Chassis Blueprint,Uncommon (16.67%)
9500,Strun Prime Receiver,Uncommon (16.67%)
9501,Forma Blueprint,Uncommon (16.67%)
9502,,
9503,Meso G4 Relic (Intact),Meso G4 Relic (Intact)
9504,Guandao Prime Handle,Rare (2.00%)
9505,Scourge Prime Handle,Uncommon (11.00%)
9506,Forma Blueprint,Uncommon (11.00%)
9507,Corvas Prime Receiver,Uncommon (25.33%)
9508,Octavia Prime Systems Blueprint,Uncommon (25.33%)
9509,Bronco Prime Receiver,Uncommon (25.33%)
9510,,
9511,Meso G4 Relic (Exceptional),Meso G4 Relic (Exceptional)
9512,Guandao Prime Handle,Rare (4.00%)
9513,Scourge Prime Handle,Uncommon (13.00%)
9514,Forma Blueprint,Uncommon (13.00%)
9515,Corvas Prime Receiver,Uncommon (23.33%)
9516,Octavia Prime Systems Blueprint,Uncommon (23.33%)
9517,Bronco Prime Receiver,Uncommon (23.33%)
9518,,
9519,Meso G4 Relic (Flawless),Meso G4 Relic (Flawless)
9520,Guandao Prime Handle,Rare (6.00%)
9521,Scourge Prime Handle,Uncommon (17.00%)
9522,Forma Blueprint,Uncommon (17.00%)
9523,Corvas Prime Receiver,Uncommon (20.00%)
9524,Octavia Prime Systems Blueprint,Uncommon (20.00%)
9525,Bronco Prime Receiver,Uncommon (20.00%)
9526,,
9527,Meso G4 Relic (Radiant),Meso G4 Relic (Radiant)
9528,Guandao Prime Handle,Uncommon (10.00%)
9529,Scourge Prime Handle,Uncommon (20.00%)
9530,Forma Blueprint,Uncommon (20.00%)
9531,Corvas Prime Receiver,Uncommon (16.67%)
9532,Octavia Prime Systems Blueprint,Uncommon (16.67%)
9533,Bronco Prime Receiver,Uncommon (16.67%)
9534,,
9535,Meso H1 Relic (Intact),Meso H1 Relic (Intact)
9536,Helios Prime Cerebrum,Rare (2.00%)
9537,Oberon Prime Blueprint,Uncommon (11.00%)
9538,Fragor Prime Blueprint,Uncommon (11.00%)
9539,Paris Prime Blueprint,Uncommon (25.33%)
9540,Mirage Prime Neuroptics Blueprint,Uncommon (25.33%)
9541,Hydroid Prime Chassis Blueprint,Uncommon (25.33%)
9542,,
9543,Meso H1 Relic (Exceptional),Meso H1 Relic (Exceptional)
9544,Helios Prime Cerebrum,Rare (4.00%)
9545,Oberon Prime Blueprint,Uncommon (13.00%)
9546,Fragor Prime Blueprint,Uncommon (13.00%)
9547,Paris Prime Blueprint,Uncommon (23.33%)
9548,Mirage Prime Neuroptics Blueprint,Uncommon (23.33%)
9549,Hydroid Prime Chassis Blueprint,Uncommon (23.33%)
9550,,
9551,Meso H1 Relic (Flawless),Meso H1 Relic (Flawless)
9552,Helios Prime Cerebrum,Rare (6.00%)
9553,Oberon Prime Blueprint,Uncommon (17.00%)
9554,Fragor Prime Blueprint,Uncommon (17.00%)
9555,Paris Prime Blueprint,Uncommon (20.00%)
9556,Mirage Prime Neuroptics Blueprint,Uncommon (20.00%)
9557,Hydroid Prime Chassis Blueprint,Uncommon (20.00%)
9558,,
9559,Meso H1 Relic (Radiant),Meso H1 Relic (Radiant)
9560,Helios Prime Cerebrum,Uncommon (10.00%)
9561,Oberon Prime Blueprint,Uncommon (20.00%)
9562,Fragor Prime Blueprint,Uncommon (20.00%)
9563,Paris Prime Blueprint,Uncommon (16.67%)
9564,Mirage Prime Neuroptics Blueprint,Uncommon (16.67%)
9565,Hydroid Prime Chassis Blueprint,Uncommon (16.67%)
9566,,
9567,Meso H2 Relic (Intact),Meso H2 Relic (Intact)
9568,Harrow Prime Systems Blueprint,Rare (2.00%)
9569,Nezha Prime Blueprint,Uncommon (11.00%)
9570,Paris Prime Upper Limb,Uncommon (11.00%)
9571,Forma Blueprint,Uncommon (25.33%)
9572,Guandao Prime Blade,Uncommon (25.33%)
9573,Nidus Prime Systems Blueprint,Uncommon (25.33%)
9574,,
9575,Meso H2 Relic (Exceptional),Meso H2 Relic (Exceptional)
9576,Harrow Prime Systems Blueprint,Rare (4.00%)
9577,Nezha Prime Blueprint,Uncommon (13.00%)
9578,Paris Prime Upper Limb,Uncommon (13.00%)
9579,Forma Blueprint,Uncommon (23.33%)
9580,Guandao Prime Blade,Uncommon (23.33%)
9581,Nidus Prime Systems Blueprint,Uncommon (23.33%)
9582,,
9583,Meso H2 Relic (Flawless),Meso H2 Relic (Flawless)
9584,Harrow Prime Systems Blueprint,Rare (6.00%)
9585,Nezha Prime Blueprint,Uncommon (17.00%)
9586,Paris Prime Upper Limb,Uncommon (17.00%)
9587,Forma Blueprint,Uncommon (20.00%)
9588,Guandao Prime Blade,Uncommon (20.00%)
9589,Nidus Prime Systems Blueprint,Uncommon (20.00%)
9590,,
9591,Meso H2 Relic (Radiant),Meso H2 Relic (Radiant)
9592,Harrow Prime Systems Blueprint,Uncommon (10.00%)
9593,Nezha Prime Blueprint,Uncommon (20.00%)
9594,Paris Prime Upper Limb,Uncommon (20.00%)
9595,Forma Blueprint,Uncommon (16.67%)
9596,Guandao Prime Blade,Uncommon (16.67%)
9597,Nidus Prime Systems Blueprint,Uncommon (16.67%)
9598,,
9599,Meso H3 Relic (Intact),Meso H3 Relic (Intact)
9600,Hystrix Prime Receiver,Rare (2.00%)
9601,Forma Blueprint,Uncommon (11.00%)
9602,Astilla Prime Blueprint,Uncommon (11.00%)
9603,Zakti Prime Receiver,Uncommon (25.33%)
9604,Burston Prime Receiver,Uncommon (25.33%)
9605,Octavia Prime Systems Blueprint,Uncommon (25.33%)
9606,,
9607,Meso H3 Relic (Exceptional),Meso H3 Relic (Exceptional)
9608,Hystrix Prime Receiver,Rare (4.00%)
9609,Forma Blueprint,Uncommon (13.00%)
9610,Astilla Prime Blueprint,Uncommon (13.00%)
9611,Zakti Prime Receiver,Uncommon (23.33%)
9612,Burston Prime Receiver,Uncommon (23.33%)
9613,Octavia Prime Systems Blueprint,Uncommon (23.33%)
9614,,
9615,Meso H3 Relic (Flawless),Meso H3 Relic (Flawless)
9616,Hystrix Prime Receiver,Rare (6.00%)
9617,Forma Blueprint,Uncommon (17.00%)
9618,Astilla Prime Blueprint,Uncommon (17.00%)
9619,Zakti Prime Receiver,Uncommon (20.00%)
9620,Burston Prime Receiver,Uncommon (20.00%)
9621,Octavia Prime Systems Blueprint,Uncommon (20.00%)
9622,,
9623,Meso H3 Relic (Radiant),Meso H3 Relic (Radiant)
9624,Hystrix Prime Receiver,Uncommon (10.00%)
9625,Forma Blueprint,Uncommon (20.00%)
9626,Astilla Prime Blueprint,Uncommon (20.00%)
9627,Zakti Prime Receiver,Uncommon (16.67%)
9628,Burston Prime Receiver,Uncommon (16.67%)
9629,Octavia Prime Systems Blueprint,Uncommon (16.67%)
9630,,
9631,Meso H4 Relic (Intact),Meso H4 Relic (Intact)
9632,Harrow Prime Systems Blueprint,Rare (2.00%)
9633,Strun Prime Barrel,Uncommon (11.00%)
9634,Knell Prime Receiver,Uncommon (11.00%)
9635,Larkspur Prime Blueprint,Uncommon (25.33%)
9636,Baruuk Prime Systems Blueprint,Uncommon (25.33%)
9637,Nagantaka Prime Barrel,Uncommon (25.33%)
9638,,
9639,Meso H4 Relic (Exceptional),Meso H4 Relic (Exceptional)
9640,Harrow Prime Systems Blueprint,Rare (4.00%)
9641,Strun Prime Barrel,Uncommon (13.00%)
9642,Knell Prime Receiver,Uncommon (13.00%)
9643,Larkspur Prime Blueprint,Uncommon (23.33%)
9644,Baruuk Prime Systems Blueprint,Uncommon (23.33%)
9645,Nagantaka Prime Barrel,Uncommon (23.33%)
9646,,
9647,Meso H4 Relic (Flawless),Meso H4 Relic (Flawless)
9648,Harrow Prime Systems Blueprint,Rare (6.00%)
9649,Strun Prime Barrel,Uncommon (17.00%)
9650,Knell Prime Receiver,Uncommon (17.00%)
9651,Larkspur Prime Blueprint,Uncommon (20.00%)
9652,Baruuk Prime Systems Blueprint,Uncommon (20.00%)
9653,Nagantaka Prime Barrel,Uncommon (20.00%)
9654,,
9655,Meso H4 Relic (Radiant),Meso H4 Relic (Radiant)
9656,Harrow Prime Systems Blueprint,Uncommon (10.00%)
9657,Strun Prime Barrel,Uncommon (20.00%)
9658,Knell Prime Receiver,Uncommon (20.00%)
9659,Larkspur Prime Blueprint,Uncommon (16.67%)
9660,Baruuk Prime Systems Blueprint,Uncommon (16.67%)
9661,Nagantaka Prime Barrel,Uncommon (16.67%)
9662,,
9663,Meso I1 Relic (Intact),Meso I1 Relic (Intact)
9664,Inaros Prime Neuroptics Blueprint,Rare (2.00%)
9665,Orthos Prime Blade,Uncommon (11.00%)
9666,Atlas Prime Systems Blueprint,Uncommon (11.00%)
9667,Corinth Prime Blueprint,Uncommon (25.33%)
9668,Paris Prime Upper Limb,Uncommon (25.33%)
9669,Titania Prime Chassis Blueprint,Uncommon (25.33%)
9670,,
9671,Meso I1 Relic (Exceptional),Meso I1 Relic (Exceptional)
9672,Inaros Prime Neuroptics Blueprint,Rare (4.00%)
9673,Orthos Prime Blade,Uncommon (13.00%)
9674,Atlas Prime Systems Blueprint,Uncommon (13.00%)
9675,Corinth Prime Blueprint,Uncommon (23.33%)
9676,Paris Prime Upper Limb,Uncommon (23.33%)
9677,Titania Prime Chassis Blueprint,Uncommon (23.33%)
9678,,
9679,Meso I1 Relic (Flawless),Meso I1 Relic (Flawless)
9680,Inaros Prime Neuroptics Blueprint,Rare (6.00%)
9681,Orthos Prime Blade,Uncommon (17.00%)
9682,Atlas Prime Systems Blueprint,Uncommon (17.00%)
9683,Corinth Prime Blueprint,Uncommon (20.00%)
9684,Paris Prime Upper Limb,Uncommon (20.00%)
9685,Titania Prime Chassis Blueprint,Uncommon (20.00%)
9686,,
9687,Meso I1 Relic (Radiant),Meso I1 Relic (Radiant)
9688,Inaros Prime Neuroptics Blueprint,Uncommon (10.00%)
9689,Orthos Prime Blade,Uncommon (20.00%)
9690,Atlas Prime Systems Blueprint,Uncommon (20.00%)
9691,Corinth Prime Blueprint,Uncommon (16.67%)
9692,Paris Prime Upper Limb,Uncommon (16.67%)
9693,Titania Prime Chassis Blueprint,Uncommon (16.67%)
9694,,
9695,Meso I2 Relic (Intact),Meso I2 Relic (Intact)
9696,Inaros Prime Neuroptics Blueprint,Rare (2.00%)
9697,Guandao Prime Blueprint,Uncommon (11.00%)
9698,Astilla Prime Blueprint,Uncommon (11.00%)
9699,Karyst Prime Blueprint,Uncommon (25.33%)
9700,Burston Prime Blueprint,Uncommon (25.33%)
9701,Forma Blueprint,Uncommon (25.33%)
9702,,
9703,Meso I2 Relic (Exceptional),Meso I2 Relic (Exceptional)
9704,Inaros Prime Neuroptics Blueprint,Rare (4.00%)
9705,Guandao Prime Blueprint,Uncommon (13.00%)
9706,Astilla Prime Blueprint,Uncommon (13.00%)
9707,Karyst Prime Blueprint,Uncommon (23.33%)
9708,Burston Prime Blueprint,Uncommon (23.33%)
9709,Forma Blueprint,Uncommon (23.33%)
9710,,
9711,Meso I2 Relic (Flawless),Meso I2 Relic (Flawless)
9712,Inaros Prime Neuroptics Blueprint,Rare (6.00%)
9713,Guandao Prime Blueprint,Uncommon (17.00%)
9714,Astilla Prime Blueprint,Uncommon (17.00%)
9715,Karyst Prime Blueprint,Uncommon (20.00%)
9716,Burston Prime Blueprint,Uncommon (20.00%)
9717,Forma Blueprint,Uncommon (20.00%)
9718,,
9719,Meso I2 Relic (Radiant),Meso I2 Relic (Radiant)
9720,Inaros Prime Neuroptics Blueprint,Uncommon (10.00%)
9721,Guandao Prime Blueprint,Uncommon (20.00%)
9722,Astilla Prime Blueprint,Uncommon (20.00%)
9723,Karyst Prime Blueprint,Uncommon (16.67%)
9724,Burston Prime Blueprint,Uncommon (16.67%)
9725,Forma Blueprint,Uncommon (16.67%)
9726,,
9727,Meso K1 Relic (Intact),Meso K1 Relic (Intact)
9728,Kogake Prime Gauntlet,Rare (2.00%)
9729,Akstiletto Prime Barrel,Uncommon (11.00%)
9730,Tigris Prime Receiver,Uncommon (11.00%)
9731,Nekros Prime Chassis Blueprint,Uncommon (25.33%)
9732,Orthos Prime Handle,Uncommon (25.33%)
9733,Cernos Prime Upper Limb,Uncommon (25.33%)
9734,,
9735,Meso K1 Relic (Exceptional),Meso K1 Relic (Exceptional)
9736,Kogake Prime Gauntlet,Rare (4.00%)
9737,Akstiletto Prime Barrel,Uncommon (13.00%)
9738,Tigris Prime Receiver,Uncommon (13.00%)
9739,Nekros Prime Chassis Blueprint,Uncommon (23.33%)
9740,Orthos Prime Handle,Uncommon (23.33%)
9741,Cernos Prime Upper Limb,Uncommon (23.33%)
9742,,
9743,Meso K1 Relic (Flawless),Meso K1 Relic (Flawless)
9744,Kogake Prime Gauntlet,Rare (6.00%)
9745,Akstiletto Prime Barrel,Uncommon (17.00%)
9746,Tigris Prime Receiver,Uncommon (17.00%)
9747,Nekros Prime Chassis Blueprint,Uncommon (20.00%)
9748,Orthos Prime Handle,Uncommon (20.00%)
9749,Cernos Prime Upper Limb,Uncommon (20.00%)
9750,,
9751,Meso K1 Relic (Radiant),Meso K1 Relic (Radiant)
9752,Kogake Prime Gauntlet,Uncommon (10.00%)
9753,Akstiletto Prime Barrel,Uncommon (20.00%)
9754,Tigris Prime Receiver,Uncommon (20.00%)
9755,Nekros Prime Chassis Blueprint,Uncommon (16.67%)
9756,Orthos Prime Handle,Uncommon (16.67%)
9757,Cernos Prime Upper Limb,Uncommon (16.67%)
9758,,
9759,Meso K2 Relic (Intact),Meso K2 Relic (Intact)
9760,Kronen Prime Blade,Rare (2.00%)
9761,Wukong Prime Systems Blueprint,Uncommon (11.00%)
9762,Chroma Prime Chassis Blueprint,Uncommon (11.00%)
9763,Mirage Prime Chassis Blueprint,Uncommon (25.33%)
9764,Paris Prime String,Uncommon (25.33%)
9765,Orthos Prime Handle,Uncommon (25.33%)
9766,,
9767,Meso K2 Relic (Exceptional),Meso K2 Relic (Exceptional)
9768,Kronen Prime Blade,Rare (4.00%)
9769,Wukong Prime Systems Blueprint,Uncommon (13.00%)
9770,Chroma Prime Chassis Blueprint,Uncommon (13.00%)
9771,Mirage Prime Chassis Blueprint,Uncommon (23.33%)
9772,Paris Prime String,Uncommon (23.33%)
9773,Orthos Prime Handle,Uncommon (23.33%)
9774,,
9775,Meso K2 Relic (Flawless),Meso K2 Relic (Flawless)
9776,Kronen Prime Blade,Rare (6.00%)
9777,Wukong Prime Systems Blueprint,Uncommon (17.00%)
9778,Chroma Prime Chassis Blueprint,Uncommon (17.00%)
9779,Mirage Prime Chassis Blueprint,Uncommon (20.00%)
9780,Paris Prime String,Uncommon (20.00%)
9781,Orthos Prime Handle,Uncommon (20.00%)
9782,,
9783,Meso K2 Relic (Radiant),Meso K2 Relic (Radiant)
9784,Kronen Prime Blade,Uncommon (10.00%)
9785,Wukong Prime Systems Blueprint,Uncommon (20.00%)
9786,Chroma Prime Chassis Blueprint,Uncommon (20.00%)
9787,Mirage Prime Chassis Blueprint,Uncommon (16.67%)
9788,Paris Prime String,Uncommon (16.67%)
9789,Orthos Prime Handle,Uncommon (16.67%)
9790,,
9791,Meso K3 Relic (Intact),Meso K3 Relic (Intact)
9792,Karyst Prime Blade,Rare (2.00%)
9793,Forma Blueprint,Uncommon (11.00%)
9794,Wukong Prime Chassis Blueprint,Uncommon (11.00%)
9795,Ninkondi Prime Blueprint,Uncommon (25.33%)
9796,Orthos Prime Handle,Uncommon (25.33%)
9797,Braton Prime Stock,Uncommon (25.33%)
9798,,
9799,Meso K3 Relic (Exceptional),Meso K3 Relic (Exceptional)
9800,Karyst Prime Blade,Rare (4.00%)
9801,Forma Blueprint,Uncommon (13.00%)
9802,Wukong Prime Chassis Blueprint,Uncommon (13.00%)
9803,Ninkondi Prime Blueprint,Uncommon (23.33%)
9804,Orthos Prime Handle,Uncommon (23.33%)
9805,Braton Prime Stock,Uncommon (23.33%)
9806,,
9807,Meso K3 Relic (Flawless),Meso K3 Relic (Flawless)
9808,Karyst Prime Blade,Rare (6.00%)
9809,Forma Blueprint,Uncommon (17.00%)
9810,Wukong Prime Chassis Blueprint,Uncommon (17.00%)
9811,Ninkondi Prime Blueprint,Uncommon (20.00%)
9812,Orthos Prime Handle,Uncommon (20.00%)
9813,Braton Prime Stock,Uncommon (20.00%)
9814,,
9815,Meso K3 Relic (Radiant),Meso K3 Relic (Radiant)
9816,Karyst Prime Blade,Uncommon (10.00%)
9817,Forma Blueprint,Uncommon (20.00%)
9818,Wukong Prime Chassis Blueprint,Uncommon (20.00%)
9819,Ninkondi Prime Blueprint,Uncommon (16.67%)
9820,Orthos Prime Handle,Uncommon (16.67%)
9821,Braton Prime Stock,Uncommon (16.67%)
9822,,
9823,Meso K4 Relic (Intact),Meso K4 Relic (Intact)
9824,Khora Prime Blueprint,Rare (2.00%)
9825,Forma Blueprint,Uncommon (11.00%)
9826,Knell Prime Receiver,Uncommon (11.00%)
9827,Phantasma Prime Receiver,Uncommon (25.33%)
9828,Garuda Prime Blueprint,Uncommon (25.33%)
9829,Nagantaka Prime Barrel,Uncommon (25.33%)
9830,,
9831,Meso K4 Relic (Exceptional),Meso K4 Relic (Exceptional)
9832,Khora Prime Blueprint,Rare (4.00%)
9833,Forma Blueprint,Uncommon (13.00%)
9834,Knell Prime Receiver,Uncommon (13.00%)
9835,Phantasma Prime Receiver,Uncommon (23.33%)
9836,Garuda Prime Blueprint,Uncommon (23.33%)
9837,Nagantaka Prime Barrel,Uncommon (23.33%)
9838,,
9839,Meso K4 Relic (Flawless),Meso K4 Relic (Flawless)
9840,Khora Prime Blueprint,Rare (6.00%)
9841,Forma Blueprint,Uncommon (17.00%)
9842,Knell Prime Receiver,Uncommon (17.00%)
9843,Phantasma Prime Receiver,Uncommon (20.00%)
9844,Garuda Prime Blueprint,Uncommon (20.00%)
9845,Nagantaka Prime Barrel,Uncommon (20.00%)
9846,,
9847,Meso K4 Relic (Radiant),Meso K4 Relic (Radiant)
9848,Khora Prime Blueprint,Uncommon (10.00%)
9849,Forma Blueprint,Uncommon (20.00%)
9850,Knell Prime Receiver,Uncommon (20.00%)
9851,Phantasma Prime Receiver,Uncommon (16.67%)
9852,Garuda Prime Blueprint,Uncommon (16.67%)
9853,Nagantaka Prime Barrel,Uncommon (16.67%)
9854,,
9855,Meso K5 Relic (Intact),Meso K5 Relic (Intact)
9856,Knell Prime Barrel,Rare (2.00%)
9857,Revenant Prime Systems Blueprint,Uncommon (11.00%)
9858,Cobra & Crane Prime Blueprint,Uncommon (11.00%)
9859,Fang Prime Blueprint,Uncommon (25.33%)
9860,Gara Prime Systems Blueprint,Uncommon (25.33%)
9861,Forma Blueprint,Uncommon (25.33%)
9862,,
9863,Meso K5 Relic (Exceptional),Meso K5 Relic (Exceptional)
9864,Knell Prime Barrel,Rare (4.00%)
9865,Revenant Prime Systems Blueprint,Uncommon (13.00%)
9866,Cobra & Crane Prime Blueprint,Uncommon (13.00%)
9867,Fang Prime Blueprint,Uncommon (23.33%)
9868,Gara Prime Systems Blueprint,Uncommon (23.33%)
9869,Forma Blueprint,Uncommon (23.33%)
9870,,
9871,Meso K5 Relic (Flawless),Meso K5 Relic (Flawless)
9872,Knell Prime Barrel,Rare (6.00%)
9873,Revenant Prime Systems Blueprint,Uncommon (17.00%)
9874,Cobra & Crane Prime Blueprint,Uncommon (17.00%)
9875,Fang Prime Blueprint,Uncommon (20.00%)
9876,Gara Prime Systems Blueprint,Uncommon (20.00%)
9877,Forma Blueprint,Uncommon (20.00%)
9878,,
9879,Meso K5 Relic (Radiant),Meso K5 Relic (Radiant)
9880,Knell Prime Barrel,Uncommon (10.00%)
9881,Revenant Prime Systems Blueprint,Uncommon (20.00%)
9882,Cobra & Crane Prime Blueprint,Uncommon (20.00%)
9883,Fang Prime Blueprint,Uncommon (16.67%)
9884,Gara Prime Systems Blueprint,Uncommon (16.67%)
9885,Forma Blueprint,Uncommon (16.67%)
9886,,
9887,Meso L1 Relic (Intact),Meso L1 Relic (Intact)
9888,Limbo Prime Chassis Blueprint,Rare (2.00%)
9889,Chroma Prime Chassis Blueprint,Uncommon (11.00%)
9890,Dethcube Prime Carapace,Uncommon (11.00%)
9891,Tipedo Prime Blueprint,Uncommon (25.33%)
